Seq_1_Pos_23042,MT597785,Leuconostoc mesenteroides subsp. jonggajibkimchii,195,2.57e-95
Seq_1_Pos_23042,MT597482,Leuconostoc mesenteroides subsp. jonggajibkimchii,195,2.57e-95
Seq_1_Pos_23042,MT582141,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT579945,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT579938,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT579931,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT573016,Leuconostoc mesenteroides subsp. jonggajibkimchii,195,2.57e-95
Seq_1_Pos_23042,MT573015,Leuconostoc mesenteroides subsp. jonggajibkimchii,195,2.57e-95
Seq_1_Pos_23042,MT572967,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT555755,Leuconostoc mesenteroides subsp. dextranicum,195,2.57e-95
Seq_1_Pos_23042,MT545120,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545113,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545101,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545093,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545083,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545072,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545042,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545024,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545022,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545016,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545015,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545014,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545013,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545011,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545010,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT545009,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544973,Leuconostoc mesenteroides subsp. jonggajibkimchii,195,2.57e-95
Seq_1_Pos_23042,MT544938,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544937,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544936,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544930,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544929,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544927,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544911,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544910,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544877,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544876,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544875,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544871,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544858,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544844,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544843,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544842,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544841,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544839,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544831,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544830,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT544624,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT539099,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT538791,Leuconostoc mesenteroides,195,2.57e-95
Seq_1_Pos_23042,MT538767,Leuconostoc mesenteroides,195,2.57e-95
