Seq_1_Pos_679,HM323598,uncultured bacterium,55,2.47e-18
Seq_1_Pos_679,JF197990,uncultured bacterium,53,3.20e-17
Seq_1_Pos_679,CP040939,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040939,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040939,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040939,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040938,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040938,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040938,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP040938,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436674,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436673,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436664,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436662,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436599,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436561,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436559,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436558,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436496,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT436490,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MT396713,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MN172132,uncultured Bacilli bacterium,52,1.15e-16
Seq_1_Pos_679,CP041626,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP041626,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP041626,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,CP041626,Dolosigranulum pigrum,52,1.15e-16
Seq_1_Pos_679,MN025070,uncultured prokaryote,52,1.15e-16
Seq_1_Pos_679,MK727248,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,MH977545,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC403616,uncultured prokaryote,52,1.15e-16
Seq_1_Pos_679,MF628412,uncultured bacterium;uncultured Bacilli bacterium;uncultured Dolosigranulum sp.,52,1.15e-16
Seq_1_Pos_679,MG558256,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,KY647516,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,MG858306,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358597,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358594,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358579,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358570,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358568,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358562,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358557,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358555,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358554,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358548,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358542,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358539,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358537,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358527,uncultured bacterium,52,1.15e-16
Seq_1_Pos_679,LC358524,uncultured bacterium,52,1.15e-16
